url,status,title,meta_description,readability_title,n_links,n_images,n_tables,n_jsonld,n_emails,n_phones,author,quote,tags
https://quotes.toscrape.com/author/J-K-Rowling,200,,,,,,,,,,,,
https://quotes.toscrape.com/tag/miracle/page/1/,200,,,,,,,,,,['Albert Einstein'],['“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”'],"['inspirational', 'life', 'live', 'miracle', 'miracles']"
https://quotes.toscrape.com/tag/live/page/1/,200,,,,,,,,,,['Albert Einstein'],['“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”'],"['inspirational', 'life', 'live', 'miracle', 'miracles']"
https://quotes.toscrape.com/tag/miracles/page/1/,200,,,,,,,,,,['Albert Einstein'],['“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”'],"['inspirational', 'life', 'live', 'miracle', 'miracles']"
https://quotes.toscrape.com/author/Jane-Austen,200,,,,,,,,,,,,
https://quotes.toscrape.com/tag/life/page/1/,200,,,,,,,,,,"['Albert Einstein', 'André Gide', 'Marilyn Monroe', 'Douglas Adams', 'Mark Twain', 'Allen Saunders', 'Dr. Seuss', 'Albert Einstein', 'George Bernard Shaw', 'Ralph Waldo Emerson']","['“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”', '“It is better to be hated for what you are than to be loved for what you are not.”', ""“This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.”"", '“I may not have gone where I intended to go, but I think I have ended up where I needed to be.”', '“Good friends, good books, and a sleepy conscience: this is the ideal life.”', '“Life is what happens to us while we are making other plans.”', '“Today you are You, that is truer than true. There is no one alive who is Youer than You.”', '“Life is like riding a bicycle. To keep your balance, you must keep moving.”', ""“Life isn't about finding yourself. Life is about creating yourself.”"", '“Finish each day and be done with it. You have done what you could. Some blunders and absurdities no doubt crept in; forget them as soon as you can. Tomorrow is a new day. You shall begin it serenely and with too high a spirit to be encumbered with your old nonsense.”']","['inspirational', 'life', 'live', 'miracle', 'miracles', 'life', 'love', 'friends', 'heartbreak', 'inspirational', 'life', 'love', 'sisters', 'life', 'navigation', 'books', 'contentment', 'friends', 'friendship', 'life', 'fate', 'life', 'misattributed-john-lennon', 'planning', 'plans', 'comedy', 'life', 'yourself', 'life', 'simile', 'inspirational', 'life', 'yourself', 'life', 'regrets']"
https://quotes.toscrape.com/tag/aliteracy/page/1/,200,,,,,,,,,,['Jane Austen'],"['“The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.”']","['aliteracy', 'books', 'classic', 'humor']"
https://quotes.toscrape.com/tag/classic/page/1/,200,,,,,,,,,,"['Jane Austen', 'Mark Twain']","['“The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.”', ""“′Classic′ - a book which people praise and don't read.”""]","['aliteracy', 'books', 'classic', 'humor', 'books', 'classic', 'reading']"
https://quotes.toscrape.com/tag/humor/page/1/,200,,,,,,,,,,"['Jane Austen', 'Steve Martin', 'Garrison Keillor', 'Jim Henson', 'Charles M. Schulz', 'Suzanne Collins', 'Charles Bukowski', 'Terry Pratchett', 'Dr. Seuss', 'George Carlin']","['“The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.”', '“A day without sunshine is like, you know, night.”', '“Anyone who thinks sitting in church can make you a Christian must also think that sitting in a garage can make you a car.”', '“Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”', ""“All you need is love. But a little chocolate now and then doesn't hurt.”"", ""“Remember, we're madly in love, so it's all right to kiss me anytime you feel like it.”"", '“Some people never go crazy. What truly horrible lives they must lead.”', '“The trouble with having an open mind, of course, is that people will insist on coming along and trying to put things in it.”', '“Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!”', '“The reason I talk to myself is because I’m the only one whose answers I accept.”']","['aliteracy', 'books', 'classic', 'humor', 'humor', 'obvious', 'simile', 'humor', 'religion', 'humor', 'chocolate', 'food', 'humor', 'humor', 'humor', 'humor', 'open-mind', 'thinking', 'humor', 'philosophy', 'humor', 'insanity', 'lies', 'lying', 'self-indulgence', 'truth']"
https://quotes.toscrape.com/tag/books/page/1/,200,,,,,,,,,,"['Jane Austen', 'Mark Twain', 'Jorge Luis Borges', 'C.S. Lewis', 'Haruki Murakami', 'Ernest Hemingway', 'J.D. Salinger', 'Mark Twain', 'Jane Austen', ""Madeleine L'Engle""]","['“The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.”', '“Good friends, good books, and a sleepy conscience: this is the ideal life.”', '“I have always imagined that Paradise will be a kind of library.”', '“You can never get a cup of tea large enough or a book long enough to suit me.”', '“If you only read the books that everyone else is reading, you can only think what everyone else is thinking.”', '“There is no friend as loyal as a book.”', ""“What really knocks me out is a book that, when you're all done reading it, you wish the author that wrote it was a terrific friend of yours and you could call him up on the phone whenever you felt like it. That doesn't happen much, though.”"", ""“′Classic′ - a book which people praise and don't read.”"", '“I declare after all there is no enjoyment like reading! How much sooner one tires of any thing than of a book! -- When I have a house of my own, I shall be miserable if I have not an excellent library.”', '“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”']","['aliteracy', 'books', 'classic', 'humor', 'books', 'contentment', 'friends', 'friendship', 'life', 'books', 'library', 'books', 'inspirational', 'reading', 'tea', 'books', 'thought', 'books', 'friends', 'novelist-quotes', 'authors', 'books', 'literature', 'reading', 'writing', 'books', 'classic', 'reading', 'books', 'library', 'reading', 'books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing']"
https://quotes.toscrape.com/author/Marilyn-Monroe,200,,,,,,,,,,,,
https://quotes.toscrape.com/tag/be-yourself/page/1/,200,,,,,,,,,,['Marilyn Monroe'],"[""“Imperfection is beauty, madness is genius and it's better to be absolutely ridiculous than absolutely boring.”""]","['be-yourself', 'inspirational']"
https://quotes.toscrape.com/tag/success/page/1/,200,,,,,,,,,,['Albert Einstein'],['“Try not to become a man of success. Rather become a man of value.”'],"['adulthood', 'success', 'value']"
https://quotes.toscrape.com/tag/value/page/1/,200,,,,,,,,,,['Albert Einstein'],['“Try not to become a man of success. Rather become a man of value.”'],"['adulthood', 'success', 'value']"
https://quotes.toscrape.com/tag/adulthood/page/1/,200,,,,,,,,,,['Albert Einstein'],['“Try not to become a man of success. Rather become a man of value.”'],"['adulthood', 'success', 'value']"
https://quotes.toscrape.com/author/Andre-Gide,200,,,,,,,,,,,,
https://quotes.toscrape.com/tag/failure/page/1/,200,,,,,,,,,,['Thomas A. Edison'],"[""“I have not failed. I've just found 10,000 ways that won't work.”""]","['edison', 'failure', 'inspirational', 'paraphrased']"
https://quotes.toscrape.com/tag/edison/page/1/,200,,,,,,,,,,['Thomas A. Edison'],"[""“I have not failed. I've just found 10,000 ways that won't work.”""]","['edison', 'failure', 'inspirational', 'paraphrased']"
https://quotes.toscrape.com/tag/paraphrased/page/1/,200,,,,,,,,,,"['Thomas A. Edison', 'Mother Teresa']","[""“I have not failed. I've just found 10,000 ways that won't work.”"", '“Not all of us can do great things. But we can do small things with great love.”']","['edison', 'failure', 'inspirational', 'paraphrased', 'misattributed-to-mother-teresa', 'paraphrased']"
https://quotes.toscrape.com/author/Thomas-A-Edison,200,,,,,,,,,,,,
https://quotes.toscrape.com/tag/love/page/1/,200,,,,,,,,,,"['André Gide', 'Marilyn Monroe', 'Bob Marley', 'Elie Wiesel', 'Friedrich Nietzsche', 'Pablo Neruda', 'Marilyn Monroe', 'Marilyn Monroe', 'James Baldwin', 'Jane Austen']","['“It is better to be hated for what you are than to be loved for what you are not.”', ""“This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.”"", ""“You may not be her first, her last, or her only. She loved before she may love again. But if she loves you now, what else matters? She's not perfect—you aren't either, and the two of you may never be perfect together but if she can make you laugh, cause you to think twice, and admit to being human and making mistakes, hold onto her and give her the most you can. She may not be thinking about you every second of the day, but she will give you a part of her that she knows you can break—her heart. So don't hurt her, don't change her, don't analyze and don't expect more than she can give. Smile when she makes you happy, let her know when she makes you mad, and miss her when she's not there.”"", ""“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”"", '“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”', '“I love you without knowing how, or when, or from where. I love you simply, without problems or pride: I love you in this way because I do not know any other way of loving but this, in which there is no I or you, so intimate that your hand upon my chest is my hand, so intimate that when I fall asleep your eyes close.”', '“If you can make a woman laugh, you can make her do anything.”', '“The real lover is the man who can thrill you by kissing your forehead or smiling into your eyes or just staring into space.”', '“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”', '“There is nothing I would not do for those who are really my friends. I have no notion of loving people by halves, it is not my nature.”']","['life', 'love', 'friends', 'heartbreak', 'inspirational', 'life', 'love', 'sisters', 'love', 'activism', 'apathy', 'hate', 'indifference', 'inspirational', 'love', 'opposite', 'philosophy', 'friendship', 'lack-of-friendship', 'lack-of-love', 'love', 'marriage', 'unhappy-marriage', 'love', 'poetry', 'girls', 'love', 'love', 'love', 'friendship', 'love']"
https://quotes.toscrape.com/tag/obvious/page/1/,200,,,,,,,,,,['Steve Martin'],"['“A day without sunshine is like, you know, night.”']","['humor', 'obvious', 'simile']"
https://quotes.toscrape.com/tag/misattributed-eleanor-roosevelt/page/1/,200,,,,,,,,,,Eleanor Roosevelt,“A woman is like a tea bag; you never know how strong it is until it's in hot water.”,misattributed-eleanor-roosevelt
https://quotes.toscrape.com/tag/simile/page/1/,200,,,,,,,,,,"['Steve Martin', 'Albert Einstein', 'Stephenie Meyer']","['“A day without sunshine is like, you know, night.”', '“Life is like riding a bicycle. To keep your balance, you must keep moving.”', ""“He's like a drug for you, Bella.”""]","['humor', 'obvious', 'simile', 'life', 'simile', 'drug', 'romance', 'simile']"
https://quotes.toscrape.com/author/Eleanor-Roosevelt,200,,,,,,,,,,,,
https://quotes.toscrape.com/author/Steve-Martin,200,,,,,,,,,,,,
https://quotes.toscrape.com/tag/humor/,200,,,,,,,,,,"['Jane Austen', 'Steve Martin', 'Garrison Keillor', 'Jim Henson', 'Charles M. Schulz', 'Suzanne Collins', 'Charles Bukowski', 'Terry Pratchett', 'Dr. Seuss', 'George Carlin']","['“The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.”', '“A day without sunshine is like, you know, night.”', '“Anyone who thinks sitting in church can make you a Christian must also think that sitting in a garage can make you a car.”', '“Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”', ""“All you need is love. But a little chocolate now and then doesn't hurt.”"", ""“Remember, we're madly in love, so it's all right to kiss me anytime you feel like it.”"", '“Some people never go crazy. What truly horrible lives they must lead.”', '“The trouble with having an open mind, of course, is that people will insist on coming along and trying to put things in it.”', '“Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!”', '“The reason I talk to myself is because I’m the only one whose answers I accept.”']","['aliteracy', 'books', 'classic', 'humor', 'humor', 'obvious', 'simile', 'humor', 'religion', 'humor', 'chocolate', 'food', 'humor', 'humor', 'humor', 'humor', 'open-mind', 'thinking', 'humor', 'philosophy', 'humor', 'insanity', 'lies', 'lying', 'self-indulgence', 'truth']"
https://quotes.toscrape.com/tag/inspirational/,200,,,,,,,,,,"['Albert Einstein', 'Marilyn Monroe', 'Thomas A. Edison', 'Marilyn Monroe', 'Elie Wiesel', 'J.K. Rowling', 'George Eliot', 'C.S. Lewis', 'Martin Luther King Jr.', 'Helen Keller']","['“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”', ""“Imperfection is beauty, madness is genius and it's better to be absolutely ridiculous than absolutely boring.”"", ""“I have not failed. I've just found 10,000 ways that won't work.”"", ""“This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.”"", ""“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”"", '“To the well-organized mind, death is but the next great adventure.”', '“It is never too late to be what you might have been.”', '“You can never get a cup of tea large enough or a book long enough to suit me.”', '“Only in the darkness can you see the stars.”', '“When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us.”']","['inspirational', 'life', 'live', 'miracle', 'miracles', 'be-yourself', 'inspirational', 'edison', 'failure', 'inspirational', 'paraphrased', 'friends', 'heartbreak', 'inspirational', 'life', 'love', 'sisters', 'activism', 'apathy', 'hate', 'indifference', 'inspirational', 'love', 'opposite', 'philosophy', 'death', 'inspirational', 'inspirational', 'books', 'inspirational', 'reading', 'tea', 'hope', 'inspirational', 'inspirational']"
https://quotes.toscrape.com/tag/love/,200,,,,,,,,,,"['André Gide', 'Marilyn Monroe', 'Bob Marley', 'Elie Wiesel', 'Friedrich Nietzsche', 'Pablo Neruda', 'Marilyn Monroe', 'Marilyn Monroe', 'James Baldwin', 'Jane Austen']","['“It is better to be hated for what you are than to be loved for what you are not.”', ""“This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.”"", ""“You may not be her first, her last, or her only. She loved before she may love again. But if she loves you now, what else matters? She's not perfect—you aren't either, and the two of you may never be perfect together but if she can make you laugh, cause you to think twice, and admit to being human and making mistakes, hold onto her and give her the most you can. She may not be thinking about you every second of the day, but she will give you a part of her that she knows you can break—her heart. So don't hurt her, don't change her, don't analyze and don't expect more than she can give. Smile when she makes you happy, let her know when she makes you mad, and miss her when she's not there.”"", ""“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”"", '“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”', '“I love you without knowing how, or when, or from where. I love you simply, without problems or pride: I love you in this way because I do not know any other way of loving but this, in which there is no I or you, so intimate that your hand upon my chest is my hand, so intimate that when I fall asleep your eyes close.”', '“If you can make a woman laugh, you can make her do anything.”', '“The real lover is the man who can thrill you by kissing your forehead or smiling into your eyes or just staring into space.”', '“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”', '“There is nothing I would not do for those who are really my friends. I have no notion of loving people by halves, it is not my nature.”']","['life', 'love', 'friends', 'heartbreak', 'inspirational', 'life', 'love', 'sisters', 'love', 'activism', 'apathy', 'hate', 'indifference', 'inspirational', 'love', 'opposite', 'philosophy', 'friendship', 'lack-of-friendship', 'lack-of-love', 'love', 'marriage', 'unhappy-marriage', 'love', 'poetry', 'girls', 'love', 'love', 'love', 'friendship', 'love']"
https://quotes.toscrape.com/page/2/,200,,,,,,,,,,"['Marilyn Monroe', 'J.K. Rowling', 'Albert Einstein', 'Bob Marley', 'Dr. Seuss', 'Douglas Adams', 'Elie Wiesel', 'Friedrich Nietzsche', 'Mark Twain', 'Allen Saunders']","[""“This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.”"", '“It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.”', ""“If you can't explain it to a six year old, you don't understand it yourself.”"", ""“You may not be her first, her last, or her only. She loved before she may love again. But if she loves you now, what else matters? She's not perfect—you aren't either, and the two of you may never be perfect together but if she can make you laugh, cause you to think twice, and admit to being human and making mistakes, hold onto her and give her the most you can. She may not be thinking about you every second of the day, but she will give you a part of her that she knows you can break—her heart. So don't hurt her, don't change her, don't analyze and don't expect more than she can give. Smile when she makes you happy, let her know when she makes you mad, and miss her when she's not there.”"", '“I like nonsense, it wakes up the brain cells. Fantasy is a necessary ingredient in living.”', '“I may not have gone where I intended to go, but I think I have ended up where I needed to be.”', ""“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”"", '“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”', '“Good friends, good books, and a sleepy conscience: this is the ideal life.”', '“Life is what happens to us while we are making other plans.”']","['friends', 'heartbreak', 'inspirational', 'life', 'love', 'sisters', 'courage', 'friends', 'simplicity', 'understand', 'love', 'fantasy', 'life', 'navigation', 'activism', 'apathy', 'hate', 'indifference', 'inspirational', 'love', 'opposite', 'philosophy', 'friendship', 'lack-of-friendship', 'lack-of-love', 'love', 'marriage', 'unhappy-marriage', 'books', 'contentment', 'friends', 'friendship', 'life', 'fate', 'life', 'misattributed-john-lennon', 'planning', 'plans']"
https://quotes.toscrape.com/tag/life/,200,,,,,,,,,,"['Albert Einstein', 'André Gide', 'Marilyn Monroe', 'Douglas Adams', 'Mark Twain', 'Allen Saunders', 'Dr. Seuss', 'Albert Einstein', 'George Bernard Shaw', 'Ralph Waldo Emerson']","['“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”', '“It is better to be hated for what you are than to be loved for what you are not.”', ""“This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.”"", '“I may not have gone where I intended to go, but I think I have ended up where I needed to be.”', '“Good friends, good books, and a sleepy conscience: this is the ideal life.”', '“Life is what happens to us while we are making other plans.”', '“Today you are You, that is truer than true. There is no one alive who is Youer than You.”', '“Life is like riding a bicycle. To keep your balance, you must keep moving.”', ""“Life isn't about finding yourself. Life is about creating yourself.”"", '“Finish each day and be done with it. You have done what you could. Some blunders and absurdities no doubt crept in; forget them as soon as you can. Tomorrow is a new day. You shall begin it serenely and with too high a spirit to be encumbered with your old nonsense.”']","['inspirational', 'life', 'live', 'miracle', 'miracles', 'life', 'love', 'friends', 'heartbreak', 'inspirational', 'life', 'love', 'sisters', 'life', 'navigation', 'books', 'contentment', 'friends', 'friendship', 'life', 'fate', 'life', 'misattributed-john-lennon', 'planning', 'plans', 'comedy', 'life', 'yourself', 'life', 'simile', 'inspirational', 'life', 'yourself', 'life', 'regrets']"
https://quotes.toscrape.com/tag/truth/,200,,,,,,,,,,"['George Carlin', 'Mark Twain', 'J.K. Rowling', 'Mark Twain']","['“The reason I talk to myself is because I’m the only one whose answers I accept.”', '“A lie can travel half way around the world while the truth is putting on its shoes.”', '“The truth."" Dumbledore sighed. ""It is a beautiful and terrible thing, and should therefore be treated with great caution.”', '“Never tell the truth to people who are not worthy of it.”']","['humor', 'insanity', 'lies', 'lying', 'self-indulgence', 'truth', 'misattributed-mark-twain', 'truth', 'truth', 'truth']"
https://quotes.toscrape.com/tag/friends/,200,,,,,,,,,,"['Marilyn Monroe', 'J.K. Rowling', 'Mark Twain', 'Ernest Hemingway']","[""“This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.”"", '“It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.”', '“Good friends, good books, and a sleepy conscience: this is the ideal life.”', '“There is no friend as loyal as a book.”']","['friends', 'heartbreak', 'inspirational', 'life', 'love', 'sisters', 'courage', 'friends', 'books', 'contentment', 'friends', 'friendship', 'life', 'books', 'friends', 'novelist-quotes']"
